run_id,ts,dataset_id,prompt_id,prompt_hash,model,judge,representation,family,scenario_id,seed,truth_label,verdict,score,correct,latency_s,tokens_in,tokens_out,finish_reason,error_kind,error,rationale
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,phi4-llm,hybrid,and,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,olmo2-llm,ai,summary,no_change,no_change_000,20260621,PASS,FAIL,20.0,0,6.15,596,143,stop,,,"The canary shows increased variability, a worse performance tail, and an upward trend compared to the control, indicating instability and potential issues."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,olmo2-llm,ai,raw,no_change,no_change_000,20260621,PASS,FAIL,45.0,0,3.48,800,111,stop,,,Higher variance and p95 value in canary suggest instability compared to stable control.
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,gated,no_change,no_change_000,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,or,no_change,no_change_000,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,and,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,mistral-nemo-llm,ai,summary,no_change,no_change_000,20260621,PASS,PASS,75.0,1,16.66,667,107,stop,,,Canary shows higher request duration at high percentiles with no improvement in trend.
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,mistral-nemo-llm,ai,raw,no_change,no_change_000,20260621,PASS,PASS,75.0,1,4.98,943,110,stop,,,"Canary has higher max value (0.2072 vs 0.1998) and slightly higher standard deviation, indicating potential instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,gated,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,or,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,and,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,deepseek-r1-llm,ai,summary,no_change,no_change_000,20260621,PASS,PASS,95.0,1,31.16,657,542,stop,,,"The experiment shows slightly better metrics without notable degradation, making promotion safe."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,deepseek-r1-llm,ai,raw,no_change,no_change_000,20260621,PASS,PASS,95.0,1,27.78,939,496,stop,,,"The canary's metrics are comparable to the control, showing minimal spread and no emerging trends."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,gated,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,or,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,and,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,moondream-vlm,ai,plot,no_change,no_change_000,20260621,PASS,FAIL,70.0,0,2.5,1459,75,stop,,,<= 60 words
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,gated,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,or,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,and,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,granite-vision-vlm,ai,plot,no_change,no_change_000,20260621,PASS,FAIL,50.0,0,6.69,3651,160,stop,,,"The canary shows a marginal improvement over the control, with a lower median and less spread in the data. However, there is still room for improvement as the p90/p95/p99/max values are higher than th"
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,gated,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,or,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,and,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,minicpm-v-vlm,ai,plot,no_change,no_change_000,20260621,PASS,PASS,85.0,1,7.48,917,109,stop,,,The overall score of 85 indicates that the canary performs comparably to the control with minor improvements. The metrics show stability without significant changes in error/latency/resource performan
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,gated,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,or,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,and,no_change,no_change_000,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,-,statistical,,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.06,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,qwen-llm,ai,summary,no_change,no_change_001,20260621,PASS,PASS,95.0,1,5.23,647,89,stop,,,Slight increase in max duration but overall similar performance.
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,qwen-llm,ai,raw,no_change,no_change_001,20260621,PASS,FAIL,45.0,0,2.86,932,83,stop,,,"Canary shows higher variance and longer tail, indicating instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,gated,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,or,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,and,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,phi4-llm,ai,summary,no_change,no_change_001,20260621,PASS,PASS,95.0,1,9.81,594,120,stop,,,"The canary shows a minor increase in standard deviation and maximum value compared to control. However, these changes are not substantial enough to indicate instability or degradation. The slight down"
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,phi4-llm,ai,raw,no_change,no_change_001,20260621,PASS,PASS,75.0,1,5.9,801,109,stop,,,"The canary shows a slightly increased spread and higher tail latencies compared to the control, indicating potential instability. Median values are similar, but the variability suggests caution."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,phi4-llm,hybrid,gated,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,phi4-llm,hybrid,or,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,phi4-llm,hybrid,and,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,olmo2-llm,ai,summary,no_change,no_change_001,20260621,PASS,FAIL,20.0,0,5.66,592,136,stop,,,"Increased variance, higher p95, and a slight upward trend in latency suggest the canary is unstable compared to the control."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,olmo2-llm,ai,raw,no_change,no_change_001,20260621,PASS,FAIL,45.0,0,3.37,799,119,stop,,,"Higher variance and p95 value in the canary suggest instability compared to the stable control, leading to a fail verdict."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,gated,no_change,no_change_001,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,or,no_change,no_change_001,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,and,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,mistral-nemo-llm,ai,summary,no_change,no_change_001,20260621,PASS,PASS,75.0,1,12.77,662,103,stop,,,"Canary shows higher latency at high percentiles and a slight upward trend, but mean is comparable."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,mistral-nemo-llm,ai,raw,no_change,no_change_001,20260621,PASS,PASS,75.0,1,4.69,941,108,stop,,,"Canary has higher max value (0.2175 vs 0.2084) and more outliers, indicating potential instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,gated,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,or,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,and,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,deepseek-r1-llm,ai,summary,no_change,no_change_001,20260621,PASS,FAIL,20.0,0,18.52,637,824,stop,,,"The canary shows increased upper quantiles and a negative trend, indicating higher variability and instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,deepseek-r1-llm,ai,raw,no_change,no_change_001,20260621,PASS,FAIL,65.0,0,28.48,937,568,stop,,,"The canary shows higher variability and worse tail metrics than the control, indicating instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,gated,no_change,no_change_001,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,or,no_change,no_change_001,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,and,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,moondream-vlm,ai,plot,no_change,no_change_001,20260621,PASS,PASS,100.0,1,2.49,1455,74,stop,,,<= 60 words
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,gated,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,or,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,and,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,granite-vision-vlm,ai,plot,no_change,no_change_001,20260621,PASS,FAIL,50.0,0,6.39,3646,135,stop,,,"The canary has a lower median and less spread in the data compared to the control. However, it shows an upward trend over time, which is not ideal for a stable release. The median is slightly higher t"
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,gated,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,or,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,and,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,minicpm-v-vlm,ai,plot,no_change,no_change_001,20260621,PASS,PASS,95.0,1,7.67,912,130,stop,,,"The overall score of 95 indicates a healthy canary. The metrics show that while there are slight differences in the distribution (e.g., p90/p95/p99/max), these do not indicate significant instability "
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,gated,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,or,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,and,no_change,no_change_001,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,-,statistical,,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.05,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,qwen-llm,ai,summary,no_change,no_change_002,20260621,PASS,PASS,95.0,1,5.32,654,96,stop,,,"Slight increase in variance and max, but overall performance remains stable and comparable."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,qwen-llm,ai,raw,no_change,no_change_002,20260621,PASS,FAIL,45.0,0,2.84,929,84,stop,,,"Canary shows increased variability and longer request durations, indicating instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,gated,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,or,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,and,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,phi4-llm,ai,summary,no_change,no_change_002,20260621,PASS,PASS,75.0,1,9.66,598,115,stop,,,"The canary shows increased variance (stddev) and a slight upward trend (positive slope), indicating potential instability despite similar central tendency metrics. The p90, p95, and max are comparable"
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,phi4-llm,ai,raw,no_change,no_change_002,20260621,PASS,PASS,75.0,1,5.97,797,111,stop,,,"The canary shows a slightly increased spread and worse tail metrics compared to the control, indicating potential instability. However, median values are comparable, leading to a marginal verdict."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,phi4-llm,hybrid,gated,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,phi4-llm,hybrid,or,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,phi4-llm,hybrid,and,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,olmo2-llm,ai,summary,no_change,no_change_002,20260621,PASS,FAIL,20.0,0,5.24,596,111,stop,,,"The canary shows higher variance and a positive slope in http_request_duration_seconds_g0002, indicating instability compared to the control. This suggests potential issues that could affect performan"
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,olmo2-llm,ai,raw,no_change,no_change_002,20260621,PASS,FAIL,45.0,0,3.11,795,111,stop,,,Higher variance and p95 value in canary suggest instability compared to stable control.
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,gated,no_change,no_change_002,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,or,no_change,no_change_002,20260621,PASS,FAIL,20.0,0,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,olmo2-llm,hybrid,and,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,mistral-nemo-llm,ai,summary,no_change,no_change_002,20260621,PASS,PASS,75.0,1,11.89,669,104,stop,,,Canary shows increased latency at high percentiles and a slight upward trend.
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,mistral-nemo-llm,ai,raw,no_change,no_change_002,20260621,PASS,PASS,75.0,1,4.71,938,109,stop,,,"Canary has higher max value (0.2158 vs 0.2145) and more spread, but median is similar."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,gated,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,or,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,mistral-nemo-llm,hybrid,and,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,deepseek-r1-llm,ai,summary,no_change,no_change_002,20260621,PASS,FAIL,65.0,0,18.59,644,881,stop,,,Higher variance and a slight upward trend indicate instability.
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,deepseek-r1-llm,ai,raw,no_change,no_change_002,20260621,PASS,FAIL,65.0,0,28.79,934,568,stop,,,"The canary shows a higher mean and increased variance, indicating potential instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,gated,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,or,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,deepseek-r1-llm,hybrid,and,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,moondream-vlm,ai,plot,no_change,no_change_002,20260621,PASS,PASS,100.0,1,2.66,1459,75,stop,,,<= 60 words
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,gated,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,or,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,moondream-vlm,hybrid,and,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,granite-vision-vlm,ai,plot,no_change,no_change_002,20260621,PASS,PASS,75.0,1,6.63,3653,152,stop,,,"The canary shows a marginal improvement over the control, with a low spread in the median and a high p90 value. However, there is an emerging upward trend in the slope per sample, which could indicate"
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,gated,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,or,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,granite-vision-vlm,hybrid,and,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,minicpm-v-vlm,ai,plot,no_change,no_change_002,20260621,PASS,PASS,95.0,1,7.64,919,127,stop,,,"The overall score of 95 indicates a healthy canary. The metrics show that while there are slight differences in some values compared to the baseline (control), these changes do not indicate significan"
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,gated,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,or,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,minicpm-v-vlm,hybrid,and,no_change,no_change_002,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,-,statistical,,no_change,no_change_003,20260621,PASS,PASS,100.0,1,0.05,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,qwen-llm,ai,summary,no_change,no_change_003,20260621,PASS,PASS,95.0,1,5.25,652,92,stop,,,Slight increase in variance but overall similar performance. No significant tail degradation.
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,qwen-llm,ai,raw,no_change,no_change_003,20260621,PASS,FAIL,45.0,0,2.83,929,84,stop,,,"Canary shows increased variability and higher max durations, indicating instability."
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,gated,no_change,no_change_003,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,or,no_change,no_change_003,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,,,qwen-llm,hybrid,and,no_change,no_change_003,20260621,PASS,PASS,100.0,1,0.0,,,,,,
n5-corrected-20260731T121527,2026-07-31T13:36:36+00:00,original-180,v1-frozen-2026-06,ae9455dfe48cb0f3,phi4-llm,ai,summary,no_change,no_change_003,20260621,PASS,PASS,75.0,1,10.34,598,128,stop,,,"The canary shows a higher p99 (0.2137 vs 0.2101) and max (0.2147 vs 0.2104), indicating worse tail latencies compared to the control, which is concerning despite similar mean values."
