scenario,family,truth,judge,kind,rep_or_policy,model,verdict,score,correct,latency,error,note,rationale
no_change_003,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_004,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
no_change_004,no_change,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,92.0,1,20.47,,cache,"Canary shows slightly lower mean (-1.15%) and median latency with reduced stddev (0.0075 vs 0.0082). Tail metrics (p90/p95/p99/max) are comparable or better. Slope is flat/negative, indicating no upwa"
no_change_004,no_change,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,PASS,88.0,1,13.77,,live,Canary latency distribution closely matches control with slightly lower mean and tail. Variance is comparable and no emerging trend. Safe to promote.
no_change_004,no_change,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,92.0,1,13.45,,cache,"Canary latency is marginally lower with reduced variance and comparable tail percentiles. Slope is slightly negative, no upward trend or instability. Safe to promote."
no_change_004,no_change,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_004,no_change,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_004,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_005,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.02,,,
no_change_005,no_change,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,90.0,1,15.38,,cache,Canary latency matches control within 0.25% on mean/median. Tail percentiles and spread are marginally higher but not material. Minor positive slope vs control's negative slope warrants monitoring but
no_change_005,no_change,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,PASS,90.0,1,13.05,,live,"Canary latency distribution closely matches control in central tendency, variance, and tail behavior. No instability or upward trend detected. Safe to promote."
no_change_005,no_change,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,90.0,1,13.32,,live,"Canary latency closely tracks control across mean (+0.25%), median, tails, and spread. Slightly positive slope (+0.0002) and marginally higher tail are within noise. No instability or emerging trend o"
no_change_005,no_change,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_005,no_change,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_005,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_006,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.04,,,
no_change_006,no_change,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,88.0,1,13.5,,live,"Canary shows lower mean and median latency with a flat slope (0.0 vs control's slight positive). Spread is marginally higher (stddev 0.0069 vs 0.0059) and p99/max slightly elevated, but differences ar"
no_change_006,no_change,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,PASS,88.0,1,12.81,,live,Canary latency distribution closely matches control with slightly lower mean and comparable variance and tail. No emerging trend or instability detected. Safe to promote.
no_change_006,no_change,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,85.0,1,13.63,,live,"Canary shows marginally lower central latency (mean 0.1974 vs 0.2004) with a flat trend versus control's slight upward slope. Spread and p99 are marginally elevated but within noise, and worst-case ta"
no_change_006,no_change,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_006,no_change,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_006,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_007,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
no_change_007,no_change,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,82.0,1,13.95,,live,"Canary shows lower mean (-2.5%) and median with comparable-to-better tail latencies (p90/p95/p99 all slightly lower). Stddev is marginally higher and slope slightly steeper, but both remain small and "
no_change_007,no_change,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,PASS,88.0,1,12.74,,live,Canary shows slightly lower mean latency with comparable variance and tail behavior. No emerging upward trend or instability observed. Safe to promote.
no_change_007,no_change,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,82.0,1,164.36,,live,"Canary latency is marginally lower in mean, median, and all tail percentiles versus control. Spread is slightly higher and slope mildly positive, but both remain small and within bounds. No emerging d"
no_change_007,no_change,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_007,no_change,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_007,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_008,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
no_change_008,no_change,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,82.0,1,5.46,,live,Canary latency is nearly identical to control with only a marginal tail increase (p99 +0.006s) and a slight positive slope. Spread is comparable. No material regression; safe to promote while monitori
no_change_008,no_change,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,72.0,0,14.3,,live,"Central tendency comparable, but canary shows heavier tail latencies and an upward drift in the final samples, indicating a mild but real tail-latency regression worth monitoring before promotion."
no_change_008,no_change,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,82.0,1,11.41,,live,"Canary latency nearly identical to control (mean +0.6%). Tail and max are marginally higher with a small positive slope, but differences are within normal variance. No material instability or degradat"
no_change_008,no_change,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_008,no_change,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_008,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_009,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
no_change_009,no_change,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,88.0,1,9.94,,live,Canary latency is marginally higher on mean/median (+1.75%) but variance is slightly lower and tail percentiles (p90/p95) are comparable or better. Only p99/max edge up slightly. No upward trend. Diff
no_change_009,no_change,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,FAIL,68.0,0,5.81,,live,"Canary latency mean and tail are modestly elevated versus control (max 0.2257 vs 0.2172, higher upper quartile), with comparable variance. The regression is small but consistently upward, warranting c"
no_change_009,no_change,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,90.0,1,9.77,,live,"Canary latency is nearly identical to control: median and mean within ~1.8%, similar variance, flat trend. A minor tail bump (p99/max) is negligible and stable. Safe to promote."
no_change_009,no_change,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_009,no_change,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_009,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_010,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.02,,,
no_change_010,no_change,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,92.0,1,8.99,,live,"Canary shows ~1.8% lower mean latency, reduced variance (stddev 0.0064 vs 0.0078), better tail percentiles (p90/p95/p99), and a flat-to-negative trend. No signs of instability or regression; safe to p"
no_change_010,no_change,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,PASS,88.0,1,14.22,,live,"Canary latency is comparable to control with a marginally lower mean and reduced tail (max ~0.216 vs ~0.219). Variance is stable, no upward trend detected. Safe to promote."
no_change_010,no_change,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,90.0,1,9.38,,live,"Canary shows lower latency across mean, median, and tail percentiles, reduced variance, and a flat-to-negative trend. No instability or tail regression observed. Safe to promote."
no_change_010,no_change,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_010,no_change,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_010,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_011,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.02,,,
no_change_011,no_change,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,95.0,1,10.96,,live,"Canary latency is comparable to control (mean +0.3%), with slightly lower spread and a flat-to-negative trend. Tail percentiles and max are equivalent, showing no instability or emerging regression. S"
no_change_011,no_change,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,PASS,92.0,1,4.72,,live,"Canary latency distribution closely matches control in mean, variance, and tail. No emerging trend or instability observed. Safe to promote."
no_change_011,no_change,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,95.0,1,14.69,,live,"Canary latency is statistically indistinguishable from control: mean +0.3%, similar median/percentiles, slightly lower variance, and a flat-to-negative trend. Tails are comparable with no emerging deg"
no_change_011,no_change,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_011,no_change,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_011,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_012,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.04,,,
no_change_012,no_change,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,88.0,1,8.91,,live,"Canary mean latency is only ~1% above control with near-identical variance and tail percentiles. Slope is slightly negative, indicating no emerging degradation. Differences are within normal noise; ca"
no_change_012,no_change,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,PASS,88.0,1,19.51,,live,"Canary latency distribution closely matches control in central tendency, variance, and tail. No material increase in spread or upward trend. Safe to promote."
no_change_012,no_change,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,90.0,1,17.14,,live,"Canary latency is nearly identical to control: mean up only 1%, similar stddev, comparable p90/p95/p99 and max, and a slightly negative trend slope. No instability, tail regression, or upward drift. S"
no_change_012,no_change,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_012,no_change,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_012,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_013,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.04,,,
no_change_013,no_change,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,88.0,1,11.65,,live,"Canary latency is comparable to control, with slightly lower mean/median and similar tails. Variance is marginally higher and slope slightly positive, but both are negligible. No material regression i"
no_change_013,no_change,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,PASS,88.0,1,4.35,,live,"Canary latency is marginally lower on average (~0.199 vs ~0.202) with similar variance and comparable tail values. No instability, flapping, or upward trend observed. Safe to promote."
no_change_013,no_change,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,90.0,1,5.58,,live,"Canary shows marginally lower latency (mean 0.1994 vs 0.2021) with similar variance and tail percentiles. Slope is near-zero (0.0004), indicating no emerging trend. Stable and comparable to control; s"
no_change_013,no_change,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_013,no_change,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_013,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_014,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
no_change_014,no_change,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,82.0,1,7.96,,live,"Latency is marginally higher (+2% mean, slightly worse tail) with a small positive slope, but variance is comparable and differences are minor. No instability or significant regression. Safe to promot"
no_change_014,no_change,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,PASS,82.0,1,5.47,,live,"Canary latency mean is marginally higher (~0.202 vs 0.199) with a slightly elevated max (0.2174 vs 0.2106), but variance and distribution remain comparable with no clear upward trend. Differences are "
no_change_014,no_change,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,82.0,1,6.44,,live,"Canary latency is marginally higher (+2%, +0.004s) with a slightly worse tail (p99 0.2172 vs 0.2102). Variance is comparable (0.0082 vs 0.0084) and slope is flat. The small, stable regression is accep"
no_change_014,no_change,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_014,no_change,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_014,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_015,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.02,,,
no_change_015,no_change,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,90.0,1,5.19,,live,"Canary latency mean and median are marginally lower with near-identical variance. Tail metrics (p99, max) and slope are slightly elevated but within noise. No material regression detected; safe to pro"
no_change_015,no_change,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,PASS,90.0,1,5.3,,live,"Canary latency distribution is comparable to control, with a marginally lower mean and similar variance and tail. No instability or upward trend observed. Safe to promote."
no_change_015,no_change,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,90.0,1,16.08,,live,"Canary latency is marginally lower on average with nearly identical variance and tail percentiles. The small positive slope (0.0003) is trivial and stable. No material regression in spread, tail, or t"
no_change_015,no_change,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_015,no_change,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_015,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_016,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
no_change_016,no_change,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,92.0,1,14.79,,live,"Canary latency is marginally lower on mean/median with comparable variance (0.0095 vs 0.0091) and equal or better tail percentiles. Slope is flat (0.0) versus a slightly positive control, indicating n"
no_change_016,no_change,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,PASS,90.0,1,8.76,,live,"Canary latency distribution closely matches control in central tendency, variance, and tail behavior. No instability or upward trend detected. Safe to promote."
no_change_016,no_change,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,92.0,1,7.42,,live,"Canary latency mirrors control with marginally lower mean (0.198 vs 0.201) and median, similar stddev (0.0095 vs 0.0091), comparable tails (p99, max), and flat slope (0.0 vs 0.0002). No instability or"
no_change_016,no_change,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_016,no_change,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_016,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_017,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
no_change_017,no_change,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,82.0,1,5.44,,live,"Central tendency is comparable and canary slope is flat (0.0 vs 0.0002 control). Spread is higher (stddev 0.0094 vs 0.0069) with a slightly worse tail (p99 0.222 vs 0.2156), but differences are minor "
no_change_017,no_change,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,PASS,88.0,1,6.02,,live,Canary latency distribution closely matches control in central tendency and variance. Tail slightly elevated but not materially worse and no upward trend. Safe to promote.
no_change_017,no_change,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,85.0,1,9.05,,live,"Canary mean/median match control and slope is flat (0.0 vs +0.0002). Variance is modestly higher (0.0094 vs 0.0069) with a slightly worse tail (p99 0.222 vs 0.2156, max 0.2253 vs 0.2171), but differen"
no_change_017,no_change,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_017,no_change,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_017,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_018,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.04,,,
no_change_018,no_change,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,92.0,1,15.0,,live,"Canary shows slightly lower latency (mean 0.197 vs 0.200), reduced variance (stddev 0.0082 vs 0.0095), and improved tail percentiles (p95 0.211 vs 0.215). Slope flattened toward zero with no upward tr"
no_change_018,no_change,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,PASS,88.0,1,11.36,,live,Canary latency is marginally lower on average with similar variance and tail behavior versus control. No instability or upward trend detected. Safe to promote.
no_change_018,no_change,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,90.0,1,5.52,,live,Canary shows marginally lower latency mean/median with reduced variance and improved tail percentiles. Slope is flat (no upward trend). Behavior is stable and comparable-to-better than control. Safe t
no_change_018,no_change,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_018,no_change,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_018,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_019,no_change,PASS,statistical,statistical,,-,PASS,100.0,1,0.02,,,
no_change_019,no_change,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,95.0,1,4.88,,live,"Canary latency is nearly identical to control (mean +0.7%). Spread is slightly lower (stddev 0.0081 vs 0.0095), tail percentiles are comparable or better (p95/p99/max lower), and slope is flat. No ins"
no_change_019,no_change,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,PASS,90.0,1,4.52,,live,"Canary latency distribution closely matches control in central tendency, variance, and tail behavior. No instability or upward drift observed. Safe to promote."
no_change_019,no_change,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,92.0,1,18.17,,live,"Canary latency mirrors control with negligible mean delta (+0.7%), slightly lower variance, similar tail percentiles, and no upward trend. Behavior is stable and comparable, safe to promote."
no_change_019,no_change,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
no_change_019,no_change,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
no_change_019,no_change,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
noise_equivalent_000,noise_equivalent,PASS,statistical,statistical,,-,PASS,100.0,1,0.03,,,
noise_equivalent_000,noise_equivalent,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,FAIL,68.0,0,5.21,,live,"Canary's central latency improved slightly, but spread increased notably (stddev 0.0615 vs 0.0468), all tail percentiles and max are worse, and slope turned positive versus control's negative trend. T"
noise_equivalent_000,noise_equivalent,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,PASS,82.0,1,7.12,,live,"Canary shows marginally lower mean latency and comparable variance/tail versus control. Max is slightly higher (0.354 vs 0.326) but not materially worse, and no upward trend. Stable and safe to promot"
noise_equivalent_000,noise_equivalent,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,78.0,1,6.57,,live,"Canary shows lower central latency (mean 0.205 vs 0.215) with modestly higher spread (stddev 0.062 vs 0.047) and tail (p99 0.334 vs 0.312, max 0.354). Slope slightly positive but negligible. Overall c"
noise_equivalent_000,noise_equivalent,PASS,hybrid:gated,hybrid,gated,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
noise_equivalent_000,noise_equivalent,PASS,hybrid:or,hybrid,or,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;both,
noise_equivalent_000,noise_equivalent,PASS,hybrid:and,hybrid,and,claude-opus-4-8-vlm,PASS,100.0,1,0.0,,ai=plot/Pass;statistical,
noise_equivalent_001,noise_equivalent,PASS,statistical,statistical,,-,PASS,100.0,1,0.02,,,
noise_equivalent_001,noise_equivalent,PASS,ai:summary,ai,summary,claude-opus-4-8-vlm,PASS,88.0,1,5.21,,live,"Canary latency is comparable to control: mean and median slightly lower, tail percentiles (p95/p99/max) similar or marginally better. Stddev is modestly higher (0.0639 vs 0.0578) and slope is near zer"
noise_equivalent_001,noise_equivalent,PASS,ai:raw,ai,raw,claude-opus-4-8-vlm,PASS,82.0,1,4.8,,live,"Canary latency distribution closely matches control on median, spread, and tail (max ~0.36 in both). No instability or emerging trend. Safe to promote."
noise_equivalent_001,noise_equivalent,PASS,ai:plot,ai,plot,claude-opus-4-8-vlm,PASS,90.0,1,5.73,,live,Canary latency mirrors control with slightly lower mean (0.213 vs 0.219) and comparable tail percentiles. Variance is marginally higher (0.064 vs 0.058) but not material. Slope near zero indicates no 
